Sensor Impersonation attack;Replay attack;Denial of service attack;Random signal in range;t5;t4
31;21;29;26;27;20
30;21;29;28;27;20
31;21;29;25;27;20
31;22;29;25;27;20
31;22;28;29;28;20
31;22;28;27;27;20
31;21;28;30;28;20
31;21;28;29;27;20
30;21;28;29;27;20
31;21;28;27;27;20
31;22;28;27;27;20
31;21;28;29;27;20
31;21;28;26;27;20
31;22;28;25;27;20
30;21;28;25;26;19
31;21;28;27;27;20
30;21;28;29;27;20
31;22;28;29;28;20
31;21;27;27;27;20
31;21;28;27;27;20
30;21;28;27;27;20
31;21;27;27;27;20
31;22;27;26;27;20
31;21;27;26;26;20
31;21;27;28;27;19
30;21;27;26;26;20
31;21;27;26;26;20
31;21;27;28;27;20
31;21;27;27;27;20
31;22;27;28;27;20
31;21;27;25;26;20
30;21;27;28;27;20
31;21;28;25;26;20
31;21;27;25;26;20
31;21;27;27;27;20
30;21;27;28;27;20
31;21;27;28;27;19
31;21;27;29;27;20
30;21;27;26;26;20
31;21;27;29;27;20
31;21;27;31;28;20
31;21;27;27;27;20
31;21;27;29;27;20
30;21;27;29;27;20
31;21;26;30;27;19
30;21;26;27;26;20
31;21;26;30;27;19
30;21;27;26;26;20
30;21;26;31;27;20
31;21;26;26;26;20
30;21;26;27;26;20
30;21;27;27;26;20
30;21;26;29;27;20
30;21;26;30;27;19
30;21;26;27;26;20
30;22;26;26;26;20
31;21;26;28;27;20
31;21;26;28;27;20
31;21;26;25;26;20
31;21;26;29;27;20
30;21;26;30;27;20
30;21;26;29;27;20
31;21;26;26;26;20
30;21;26;29;27;20
30;21;26;29;27;20
30;22;26;28;27;20
31;21;26;26;26;20
30;21;25;29;26;20
30;21;25;27;26;20
31;21;25;29;27;20
31;21;26;31;27;20
31;21;25;31;27;20
30;21;25;29;26;20
30;21;26;32;27;20
30;21;25;32;27;20
30;21;26;31;27;20
31;21;25;30;27;20
30;21;25;33;27;20
31;21;25;33;28;20
30;21;25;29;26;20
30;21;25;29;26;20
30;21;25;29;26;20
31;21;25;31;27;20
31;21;25;29;27;20
30;21;25;30;27;20
30;21;25;29;26;20
30;21;25;28;26;20
30;21;25;27;26;20
30;21;25;28;26;20
30;21;25;31;27;20
31;21;25;28;26;20
30;21;25;30;27;20
30;21;25;29;26;20
31;21;25;31;27;20
30;21;25;29;26;20
30;21;25;27;26;20
31;21;25;28;26;20
30;21;25;30;27;20
30;21;25;27;26;20
30;21;25;26;26;20
30;21;25;25;25;20
30;21;25;28;26;20
30;21;25;26;26;20
30;21;24;27;26;20
30;21;24;28;26;20
30;21;24;26;25;20
30;21;24;26;25;20
30;21;24;29;26;20
30;21;24;26;25;20
31;21;24;28;26;19
30;21;24;27;26;20
31;21;24;27;26;20
30;21;24;29;26;20
30;21;24;27;26;20
31;21;24;27;26;20
30;21;24;26;25;20
30;21;24;26;25;20
30;21;24;27;26;20
30;21;24;28;26;20
30;21;24;27;26;20
30;21;24;28;26;20
30;21;24;27;26;20
31;21;24;27;26;20
31;21;24;28;26;20
30;21;24;27;26;20
30;21;24;29;26;20
30;21;24;25;25;20
31;21;24;28;26;20
30;21;24;27;26;20
30;21;24;27;26;19
30;21;24;28;26;20
30;21;24;26;25;20
30;21;24;26;25;20
30;21;24;27;26;20
30;21;24;28;26;19
30;21;23;27;25;19
30;21;24;25;25;20
30;21;24;26;25;20
30;21;23;27;25;20
30;21;23;28;26;20
30;21;24;25;25;20
30;21;23;24;25;20
31;21;24;29;26;20
31;21;23;29;26;20
30;21;23;26;25;20
31;21;23;25;25;20
30;21;23;28;26;20
30;21;23;26;25;20
30;21;23;26;25;20
30;21;23;29;26;20
30;21;24;25;25;20
30;21;23;25;25;20
30;21;23;26;25;20
30;21;23;25;25;20
30;21;23;26;25;20
30;21;23;26;25;20
30;21;23;25;25;20
30;21;23;28;26;20
30;21;23;25;25;20
29;21;23;29;26;20
29;21;23;26;25;20
30;21;23;26;25;20
30;21;23;26;25;20
29;21;23;29;26;20
29;21;23;25;25;19
30;21;23;29;26;20
30;21;23;26;25;20
30;21;23;27;25;20
31;21;23;26;25;20
30;21;23;27;25;20
30;21;23;28;26;20
30;21;23;28;26;20
30;21;22;30;26;20
30;21;23;27;25;20
30;21;23;28;26;20
30;21;23;29;26;20
30;21;23;29;26;20
30;21;23;29;26;20
30;21;23;27;25;20
30;21;23;28;26;20
30;21;23;27;25;20
30;21;23;26;25;20
30;21;22;30;26;20
30;21;23;28;26;20
30;21;22;26;25;20
30;21;23;26;25;20
30;21;23;25;25;20
30;21;22;27;25;20
30;21;23;28;26;20
30;21;23;28;26;20
30;21;22;25;25;20
30;21;22;29;26;20
30;21;22;26;25;20
30;21;22;26;25;20
30;21;22;25;25;19
30;21;22;25;25;20
30;21;22;28;25;20
30;21;22;24;24;20
30;21;22;26;25;20
30;21;22;24;24;20
30;21;22;24;24;20
30;21;22;24;24;20
30;21;22;25;25;20
30;21;22;24;24;20
30;21;22;23;24;20
30;21;22;25;25;20
30;21;22;25;25;20
30;21;22;27;25;20
30;21;22;23;24;20
30;21;22;23;24;20
30;20;22;28;25;20
30;21;22;24;24;20
30;21;22;27;25;20
30;21;22;26;25;20
30;21;22;27;25;20
30;21;22;27;25;20
30;21;22;28;25;20
30;21;22;27;25;20
30;21;22;26;25;20
30;21;22;28;25;20
30;21;22;30;26;20
29;21;22;29;25;20
30;21;22;28;25;19
30;21;22;28;25;20
30;21;22;31;26;19
30;21;21;31;26;20
30;21;22;31;26;20
30;21;22;30;26;20
30;21;21;28;25;20
30;21;21;30;26;20
30;21;22;30;26;20
30;21;22;32;26;20
30;21;21;29;25;20
30;21;21;32;26;20
30;21;22;30;26;19
30;21;22;31;26;20
30;21;22;33;27;20
30;21;21;30;26;20
30;21;21;33;26;20
30;20;21;28;25;20
30;21;22;32;26;20
30;21;21;33;26;20
30;21;21;31;26;20
30;21;21;31;26;19
30;21;21;28;25;20
30;21;22;29;26;20
30;21;21;30;26;20
30;21;21;29;25;20
30;21;21;27;25;20
30;21;21;27;25;20
30;21;21;28;25;20
30;21;21;29;25;20
30;21;21;30;26;20
30;21;21;29;25;19
30;21;21;28;25;19
30;21;22;27;25;20
30;21;21;26;25;20
30;21;21;28;25;20
30;21;21;30;26;20
30;21;21;28;25;20
30;21;21;28;25;20
30;21;21;31;26;20
30;21;21;30;26;20
30;21;21;30;26;20
30;21;21;30;26;20
30;21;21;32;26;20
30;21;21;30;26;20
30;21;21;28;25;20
30;21;21;32;26;20
30;20;21;32;26;20
30;20;21;32;26;20
30;21;21;32;26;20
30;21;21;32;26;20
30;21;21;33;26;20
30;21;21;34;27;20
30;20;21;29;25;20
30;21;21;32;26;20
30;21;21;33;26;19
30;21;21;30;26;20
30;21;21;32;26;20
30;21;21;33;26;20
30;20;21;32;26;20
30;21;21;33;26;20
30;21;21;30;26;19
30;20;21;32;26;19
30;21;21;31;26;20
30;21;21;29;25;20
30;21;21;31;26;20
30;21;21;28;25;20
29;21;21;30;25;20
30;21;20;30;25;20
30;21;21;30;26;20
30;21;20;32;26;20
30;20;20;30;25;20
30;21;20;31;26;20
30;21;20;30;25;20
30;21;20;32;26;20
30;21;21;30;26;19
30;21;21;29;25;20
30;21;20;31;26;20
30;20;20;29;25;19
30;21;20;29;25;20
30;20;20;28;25;20
30;21;20;28;25;20
30;20;20;31;25;20
30;20;20;29;25;20
30;20;20;27;24;20
30;20;20;27;24;20
30;20;20;27;24;20
30;20;20;30;25;20
30;21;20;31;26;20
29;20;20;26;24;19
30;20;20;26;24;20
30;21;20;30;25;20
30;21;20;29;25;20
30;21;20;29;25;20
30;20;20;27;24;19
30;20;20;27;24;20
30;20;20;28;25;20
30;21;20;31;26;20
30;21;20;26;24;20
29;21;20;28;25;20
30;21;20;26;24;20
30;21;20;27;25;20
30;21;20;27;25;20
30;20;20;27;24;20
30;20;20;29;25;20
30;21;20;29;25;20
30;21;20;27;25;20
30;20;20;28;25;20
30;20;20;29;25;20
30;20;20;28;25;20
30;20;20;31;25;20
30;20;20;29;25;20
29;21;20;28;25;20
29;20;20;29;25;20
30;21;20;27;25;20
30;21;20;31;26;20
30;20;20;29;25;19
30;21;20;27;25;19
30;20;20;29;25;19
30;20;20;31;25;19
30;20;20;30;25;20
30;21;20;28;25;19
30;21;20;31;26;20
30;21;19;29;25;20
30;21;20;30;25;20
30;20;20;29;25;20
30;21;19;27;24;20
30;21;20;28;25;20
30;20;19;29;25;20
30;21;20;27;25;20
30;21;19;29;25;20
30;21;20;29;25;20
30;21;20;31;26;20
30;21;20;30;25;20
30;21;19;31;25;20
29;21;20;27;24;20
30;21;19;28;25;20
30;20;19;27;24;20
30;20;20;30;25;20
30;21;19;30;25;20
30;20;20;29;25;20
30;21;20;26;24;20
30;20;19;30;25;20
30;20;19;29;25;20
30;21;19;28;25;20
29;21;20;30;25;20
30;20;19;27;24;20
30;20;19;30;25;20
29;20;19;28;24;20
29;20;19;28;24;20
30;21;19;27;24;20
29;20;19;26;24;19
30;20;19;28;24;20
29;20;19;25;23;20
30;21;19;27;24;20
29;21;19;26;24;20
29;20;19;28;24;20
29;20;19;30;25;20
29;21;19;29;25;20
29;21;19;31;25;20
29;20;19;28;24;19
30;20;19;28;24;20
29;21;19;28;24;20
29;21;19;27;24;20
29;21;19;26;24;20
30;20;19;30;25;20
29;21;19;28;24;20
29;20;19;27;24;20
29;20;19;30;25;20
29;20;19;28;24;20
30;20;19;30;25;20
30;21;19;29;25;20
30;20;19;30;25;20
29;21;19;28;24;20
30;20;19;27;24;20
30;21;19;31;25;20
29;20;19;29;24;20
29;20;19;31;25;20
30;21;19;29;25;20
30;20;19;27;24;20
29;20;19;30;25;20
30;20;19;29;25;19
30;20;19;29;25;20
30;21;19;29;25;20
29;20;19;28;24;20
30;21;19;30;25;20
29;20;19;28;24;20
30;21;19;29;25;20
29;20;19;30;25;20
29;20;19;30;25;20
30;20;18;30;25;20
29;20;19;27;24;20
30;20;19;28;24;20
29;21;19;27;24;20
29;20;19;26;24;20
30;20;19;26;24;20
29;20;19;27;24;20
29;20;19;28;24;19
29;20;19;26;24;20
29;20;19;29;24;20
30;21;19;27;24;20
29;20;19;28;24;20
30;21;19;27;24;20
29;20;19;28;24;20
29;21;19;29;25;20
30;20;19;26;24;20
29;20;19;26;24;20
29;20;19;26;24;20
29;20;19;28;24;20
29;20;18;27;24;20
29;20;19;25;23;20
30;20;19;24;23;20
30;20;19;28;24;20
29;20;19;28;24;20
30;20;18;28;24;20
29;20;18;28;24;20
30;21;19;29;25;20
29;20;19;29;24;20
29;20;19;28;24;20
29;20;18;29;24;20
30;20;18;30;25;20
29;20;18;27;24;20
29;20;19;26;24;20
29;20;18;27;24;20
29;21;18;30;25;20
29;20;18;31;25;20
29;20;18;28;24;20
29;20;18;28;24;19
29;20;18;28;24;20
29;21;18;30;25;20
29;20;19;31;25;20
29;20;18;27;24;20
29;20;18;29;24;20
29;20;18;30;24;20
29;20;18;28;24;20
29;20;18;27;24;20
29;20;18;29;24;20
29;20;18;30;24;20
29;20;18;27;24;20
29;20;18;31;25;20
29;20;18;28;24;20
29;20;18;29;24;20
29;20;18;27;24;20
29;21;18;28;24;20
30;20;18;30;25;20
30;21;18;31;25;20
29;20;18;29;24;20
29;20;18;27;24;20
29;20;18;29;24;20
29;21;18;27;24;20
29;21;18;29;24;20
29;20;18;31;25;20
29;20;18;31;25;20
29;20;18;28;24;20
29;20;18;29;24;20
29;20;18;29;24;20
30;20;18;31;25;20
29;20;18;28;24;20
29;21;18;27;24;20
29;20;18;31;25;20
29;20;18;31;25;20
29;20;18;31;25;20
29;20;18;29;24;20
29;20;18;32;25;20
29;20;18;33;25;20
29;20;18;29;24;20
29;20;18;28;24;20
29;20;18;28;24;20
29;20;18;32;25;20
29;20;18;28;24;20
29;20;18;28;24;20
29;20;18;30;24;19
29;20;18;31;25;20
29;20;18;28;24;20
29;20;18;31;25;20
29;20;18;28;24;20
29;20;18;31;25;20
29;20;18;29;24;20
29;20;18;30;24;20
29;20;17;32;25;20
29;21;17;29;24;20
30;20;18;28;24;20
29;20;18;31;25;20
29;20;18;28;24;20
29;20;18;27;24;20
29;20;18;31;25;20
29;20;18;30;24;20
29;20;18;31;25;20
29;20;18;30;24;20
29;20;18;27;24;20
29;20;18;30;24;20
29;20;18;29;24;20
29;20;18;30;24;20
29;20;18;30;24;20
29;20;18;30;24;20
29;20;18;31;25;20
29;20;18;31;25;20
29;20;18;28;24;20
29;20;18;30;24;20
29;20;18;28;24;20
29;20;18;31;25;20
29;20;18;30;24;20
29;20;18;26;23;20
29;20;18;29;24;20
29;20;18;28;24;20
29;20;18;30;24;20
29;20;18;28;24;20
29;20;18;30;24;20
30;20;18;27;24;20
29;20;17;27;23;20
29;20;17;29;24;20
29;21;18;27;24;20
29;20;18;29;24;20
29;20;18;30;24;20
29;20;18;27;24;20
29;20;18;31;25;20
29;20;17;31;24;20
29;20;18;28;24;20
29;20;17;32;25;20
29;20;17;27;23;20
29;20;17;27;23;20
29;20;18;26;23;20
29;20;18;29;24;20
29;20;18;30;24;20
29;20;18;27;24;20
29;20;18;25;23;20
29;20;17;30;24;20
29;20;17;30;24;19
29;20;17;26;23;20
29;20;18;25;23;20
29;20;17;30;24;20
29;20;18;30;24;20
29;20;17;30;24;20
29;20;18;26;23;20
29;20;17;29;24;20
29;20;17;31;24;20
29;20;17;29;24;20
29;20;17;27;23;20
29;20;17;31;24;20
29;20;17;29;24;20
29;20;17;29;24;20
29;20;17;30;24;20
29;20;17;28;24;20
29;20;18;28;24;20
29;20;18;30;24;20
29;20;18;31;25;20
29;20;17;27;23;20
29;20;17;30;24;20
29;20;17;28;24;20
29;20;17;30;24;20
29;20;18;31;25;20
29;20;17;32;25;20
29;20;17;32;25;20
29;20;17;29;24;20
29;20;18;28;24;20
29;20;17;28;24;20
29;20;18;28;24;20
29;20;17;28;24;20
29;20;17;28;24;20
29;20;17;29;24;20
29;20;17;29;24;20
29;20;17;29;24;20
29;20;17;27;23;19
29;20;17;29;24;20
29;20;17;29;24;20
29;20;17;30;24;20
29;20;17;27;23;20
29;20;17;28;24;20
29;20;17;27;23;20
29;20;17;28;24;20
29;20;17;28;24;20
29;20;17;28;24;20
29;20;17;25;23;20
29;20;17;27;23;20
29;20;17;29;24;20
29;20;17;28;24;20
29;20;17;27;23;20
29;20;17;27;23;20
29;20;17;30;24;20
29;20;17;31;24;20
29;20;17;31;24;20
29;20;17;28;24;20
29;20;17;32;25;20
29;20;17;29;24;20
29;20;17;29;24;20
29;20;17;28;24;20
29;20;17;29;24;20
29;20;17;31;24;20
29;20;17;28;24;20
29;20;17;28;24;20
29;20;17;30;24;20
29;20;17;28;24;20
29;20;17;29;24;20
29;20;17;30;24;20
29;20;17;29;24;20
29;20;17;28;24;20
29;20;17;30;24;20
29;20;17;29;24;20
29;20;17;31;24;20
29;20;17;27;23;20
29;20;17;31;24;20
29;20;17;30;24;20
29;20;17;28;24;20
29;20;17;27;23;20
29;20;17;27;23;20
29;20;17;26;23;20
29;20;17;27;23;20
29;20;17;26;23;20
29;20;17;28;24;20
29;20;17;25;23;20
29;20;17;27;23;20
29;20;17;25;23;20
29;20;17;28;24;20
29;20;17;26;23;20
29;20;17;27;23;20
29;20;17;24;23;20
29;20;17;24;23;20
29;20;17;28;24;20
29;20;17;27;23;20
29;20;17;24;23;19
29;20;17;25;23;20
29;20;17;28;24;19
29;20;17;24;23;20
29;20;17;28;24;20
29;20;17;24;23;20
29;20;17;29;24;20
29;20;17;25;23;20
29;20;17;24;23;20
29;20;17;28;24;20
29;20;16;28;23;20
29;20;17;26;23;20
29;20;17;28;24;20
29;20;17;25;23;20
29;20;17;30;24;20
29;20;17;27;23;20
29;20;17;29;24;20
29;19;17;27;23;20
29;19;17;28;23;20
29;20;17;27;23;20
29;20;16;30;24;20
29;20;17;26;23;20
29;20;17;27;23;20
29;20;17;28;24;20
29;20;17;27;23;20
29;20;17;28;24;20
29;20;17;30;24;20
29;20;17;26;23;20
29;19;17;27;23;19
29;20;17;29;24;20
29;20;17;28;24;19
29;19;17;28;23;20
29;20;17;30;24;20
29;20;17;27;23;19
29;20;17;31;24;20
29;19;17;29;24;20
29;20;17;26;23;19
29;20;17;29;24;20
29;20;17;28;24;20
29;20;17;31;24;20
29;20;16;29;24;20
29;20;17;31;24;20
29;20;17;31;24;20
29;20;17;27;23;20
29;20;17;31;24;20
29;20;17;30;24;20
29;20;17;31;24;20
29;20;17;32;25;20
29;20;17;30;24;20
29;20;17;30;24;20
29;20;17;33;25;20
29;20;17;28;24;20
28;20;17;30;24;20
29;20;17;31;24;20
29;19;17;32;24;20
29;20;17;29;24;20
29;20;17;30;24;20
29;20;17;32;25;20
29;19;16;32;24;20
29;20;17;28;24;20
29;20;16;28;23;20
29;20;17;29;24;20
29;20;17;27;23;20
29;19;17;26;23;20
29;19;17;26;23;20
29;19;16;25;22;20
29;20;17;30;24;20
29;19;17;25;23;20
29;19;16;27;23;20
29;19;16;25;22;20
29;20;16;25;23;20
29;19;17;29;24;20
29;19;17;24;22;20
29;19;17;26;23;20
29;19;16;28;23;20
29;20;17;29;24;20
29;20;17;26;23;20
29;19;17;28;23;20
29;19;17;29;24;19
29;19;17;29;24;20
29;20;16;28;23;20
29;19;16;29;23;20
29;19;17;28;23;20
29;19;16;26;23;20
29;19;16;27;23;20
29;19;17;29;24;19
29;19;17;27;23;20
29;20;17;28;24;20
29;19;16;29;23;20
29;20;16;30;24;20
29;19;16;29;23;20
29;19;16;29;23;20
28;19;16;27;23;20
29;19;16;28;23;20
29;19;16;31;24;20
29;19;16;29;23;20
29;19;17;31;24;20
28;19;16;30;23;20
29;19;16;28;23;20
29;19;16;29;23;19
29;19;16;30;24;20
28;19;16;32;24;20
28;20;16;32;24;20
28;19;16;29;23;20
28;19;16;30;23;20
28;19;17;30;24;20
29;19;17;30;24;20
28;19;16;31;24;20
28;19;16;29;23;20
29;19;16;30;24;20
28;19;16;29;23;20
28;19;16;32;24;20
28;19;16;28;23;20
29;19;16;28;23;20
29;19;16;32;24;20
29;19;16;29;23;20
29;19;17;29;24;20
28;19;16;31;24;20
29;20;16;30;24;20
28;19;16;27;23;20
29;19;16;32;24;20
29;20;16;28;23;20
29;19;16;31;24;20
28;20;16;30;24;20
29;19;16;26;23;19
29;20;16;28;23;20
29;19;16;31;24;20
28;19;16;29;23;20
29;19;17;28;23;20
29;19;16;27;23;20
29;19;16;28;23;20
29;20;16;31;24;20
28;19;16;26;22;20
29;19;16;26;23;20
29;19;16;27;23;20
28;19;16;27;23;20
29;19;16;27;23;20
29;19;16;27;23;20
29;19;16;28;23;20
29;19;16;25;22;20
29;19;16;27;23;20
29;20;16;26;23;20
29;19;16;27;23;20
29;19;16;25;22;20
28;19;16;24;22;20
29;19;16;28;23;21
29;19;16;27;23;20
29;20;16;27;23;20
29;19;16;27;23;20
28;19;16;24;22;20
29;20;16;25;23;20
28;20;16;24;22;20
28;19;16;27;23;20
29;19;16;23;22;20
28;19;16;28;23;20
29;19;16;25;22;20
29;19;16;23;22;20
29;19;16;23;22;20
29;19;16;25;22;20
28;19;16;27;23;20
29;19;16;26;23;20
29;19;16;24;22;20
29;20;16;28;23;20
29;19;16;29;23;20
29;19;16;29;23;20
29;19;16;28;23;20
29;19;16;26;23;20
29;19;16;27;23;20
28;19;16;27;23;20
29;19;16;25;22;20
28;19;16;29;23;20
29;19;16;26;23;20
29;19;16;28;23;20
29;19;16;26;23;20
29;19;16;29;23;20
29;19;16;30;24;20
28;19;16;28;23;20
29;19;16;29;23;20
28;19;16;31;24;20
29;19;16;31;24;20
28;19;16;27;23;20
28;19;16;31;24;20
29;19;16;27;23;20
28;20;16;32;24;20
29;19;16;28;23;20
28;19;16;27;23;20
29;19;16;31;24;20
28;19;16;30;23;20
28;19;16;27;23;20
29;19;16;29;23;20
28;19;15;31;23;20
28;19;16;31;24;20
28;19;16;31;24;20
28;19;16;28;23;20
29;19;16;28;23;20
29;19;16;29;23;20
29;19;16;32;24;20
29;19;16;30;24;20
28;19;16;28;23;20
29;19;16;29;23;20
29;19;16;28;23;20
28;19;16;27;23;20
28;19;16;31;24;20
28;19;16;26;22;20
29;19;16;30;24;20
28;19;16;26;22;20
29;19;16;27;23;20
28;19;16;25;22;20
29;19;16;28;23;20
28;19;16;27;23;20
29;19;16;28;23;20
28;19;16;25;22;19
28;19;16;26;22;19
28;19;16;27;23;20
28;19;16;27;23;20
28;19;16;29;23;20
28;19;16;30;23;20
28;20;16;28;23;20
28;19;16;26;22;19
28;19;16;26;22;20
28;19;16;28;23;19
28;19;15;30;23;20
28;19;16;28;23;19
29;19;16;26;23;20
28;19;16;26;22;20
28;19;16;29;23;20
28;19;16;26;22;20
28;19;16;27;23;20
28;19;16;27;23;19
28;19;16;30;23;20
29;19;16;27;23;20
28;20;16;25;22;20
28;19;16;28;23;20
28;19;16;27;23;20
28;19;16;28;23;20
28;19;15;28;23;20
28;19;16;26;22;20
29;19;16;28;23;20
29;19;16;27;23;20
28;19;16;26;22;20
29;19;16;24;22;20
28;19;16;25;22;19
28;19;16;25;22;20
28;19;16;26;22;20
29;19;16;27;23;20
28;19;16;24;22;20
28;19;16;24;22;20
28;19;16;26;22;20
28;19;16;24;22;20
28;19;16;24;22;20
28;19;15;24;22;20
28;19;16;26;22;20
28;19;16;23;22;20
28;19;16;25;22;20
29;19;16;24;22;20
28;19;15;25;22;20
28;19;16;28;23;20
29;19;16;27;23;20
28;19;16;25;22;20
28;19;16;27;23;20
28;19;16;29;23;20
28;19;16;26;22;20
28;19;16;28;23;20
29;19;15;25;22;20
28;19;15;29;23;20
29;19;15;26;22;20
28;19;16;26;22;20
29;19;15;25;22;20
28;19;15;24;22;20
28;20;15;28;23;19
29;19;16;28;23;20
28;19;16;25;22;19
28;19;15;26;22;20
28;19;15;28;23;20
28;19;15;25;22;20
28;19;16;28;23;20
28;19;15;24;22;20
28;19;15;27;22;20
28;19;15;29;23;20
29;19;16;27;23;20
28;19;15;28;23;20
28;19;16;28;23;20
28;19;16;27;23;20
28;19;15;25;22;20
28;19;15;25;22;20
28;19;16;28;23;20
28;19;15;27;22;20
28;19;15;26;22;20
28;19;15;28;23;20
28;19;16;26;22;19
28;19;16;29;23;20
28;19;16;28;23;20
28;19;15;29;23;20
28;19;16;30;23;20
28;19;15;26;22;20
28;19;15;27;22;20
29;20;15;28;23;20
28;19;15;30;23;20
28;19;15;26;22;20
29;19;15;28;23;20
28;19;16;26;22;20
28;19;15;27;22;20
28;19;15;26;22;20
28;19;15;27;22;20
28;19;15;25;22;20
28;19;15;25;22;20
28;19;16;24;22;20
28;20;15;24;22;20
28;19;16;26;22;20
28;19;15;24;22;20
28;19;15;22;21;20
28;19;15;25;22;20
28;19;16;24;22;20
28;20;16;25;22;20
28;19;16;24;22;20
28;19;16;26;22;20
28;20;15;23;22;20
29;19;15;24;22;19
28;19;15;24;22;20
28;19;16;23;22;20
28;19;15;25;22;20
28;19;15;27;22;20
28;19;15;28;23;20
28;19;15;26;22;20
28;19;15;26;22;20
28;19;16;26;22;20
28;19;15;25;22;20
28;19;15;28;23;20
29;19;16;27;23;20
28;19;15;28;23;20
29;19;16;25;22;20
28;19;15;24;22;19
28;19;15;28;23;20
28;19;15;29;23;20
28;19;15;28;23;20
28;19;16;25;22;20
28;19;15;29;23;20
28;19;15;30;23;20
28;19;16;28;23;20
28;19;15;27;22;20
28;19;15;25;22;20
28;20;15;30;23;20
28;19;15;31;23;20
28;19;15;31;23;20
28;19;16;31;24;20
28;19;15;29;23;20
28;19;15;30;23;20
28;19;15;27;22;20
28;19;15;27;22;20
28;19;15;30;23;20
28;19;15;31;23;20
28;19;16;29;23;20
28;19;15;29;23;20
28;19;15;29;23;20
28;19;15;29;23;20
28;19;15;29;23;20
28;19;15;28;23;20
28;19;15;28;23;20
28;19;16;26;22;20
28;19;15;28;23;20
28;19;15;27;22;20
28;19;15;29;23;20
28;19;15;27;22;20
28;19;15;26;22;20
28;19;15;29;23;20
28;19;15;25;22;20
28;19;15;25;22;20
28;19;15;27;22;20
28;19;15;27;22;20
29;19;15;26;22;20
28;19;15;29;23;20
28;19;15;27;22;20
28;19;15;30;23;20
28;19;15;29;23;20
28;19;15;27;22;20
28;19;15;30;23;20
28;19;15;26;22;20
28;19;15;31;23;20
28;20;15;30;23;19
28;19;15;31;23;20
29;19;15;28;23;20
28;19;16;29;23;20
28;19;15;27;22;20
28;19;15;31;23;20
28;19;15;29;23;20
28;19;15;29;23;20
28;19;15;28;23;20
28;19;15;30;23;19
28;19;15;30;23;20
28;19;15;32;24;20
28;19;15;31;23;20
28;19;15;29;23;20
28;19;15;28;23;20
28;19;15;28;23;19
28;19;15;30;23;20
28;19;15;29;23;20
28;19;15;26;22;20
28;19;15;27;22;20
28;19;15;28;23;20
28;19;15;30;23;20
28;19;15;26;22;20
27;19;15;27;22;20
27;19;15;30;23;20
28;19;15;27;22;20
27;19;15;30;23;20
28;19;15;27;22;20
28;19;15;31;23;20
28;19;15;28;23;20
28;19;16;26;22;20
28;19;15;26;22;20
28;19;15;26;22;20
28;19;15;26;22;20
28;19;15;25;22;20
28;19;15;28;23;20
28;19;15;27;22;20
28;19;15;28;23;20
28;20;15;29;23;20
28;19;15;25;22;20
28;19;15;30;23;20
28;20;15;27;23;20
28;19;15;25;22;20
28;19;15;26;22;20
28;19;15;27;22;20
28;19;15;25;22;20
28;19;15;24;22;20
28;19;15;26;22;20
28;19;15;27;22;20
28;19;15;27;22;20
28;19;15;29;23;20
28;19;15;25;22;20
28;19;15;28;23;20
28;19;15;27;22;20
27;19;15;30;23;20
28;19;15;29;23;20
28;19;15;30;23;20
28;19;15;30;23;20
28;19;15;28;23;20
28;19;15;28;23;20
28;19;15;28;23;20
28;19;15;28;23;20
28;19;15;28;23;20
28;19;15;30;23;20
28;19;15;26;22;20
28;19;15;26;22;20
28;20;15;26;22;20
28;19;15;27;22;20
28;19;15;29;23;20
28;19;15;27;22;20
28;19;15;29;23;19
28;19;15;28;23;20
28;19;15;27;22;20
28;19;15;28;23;20
28;19;15;31;23;20
28;19;15;31;23;20
28;19;15;28;23;19
28;19;15;29;23;20
28;19;15;29;23;20
28;19;15;32;24;20
28;19;15;29;23;20
28;19;15;30;23;20
28;19;15;28;23;20
28;19;15;30;23;20
28;19;15;29;23;20
28;19;15;29;23;20
28;19;15;31;23;20
28;19;15;31;23;20
28;19;15;30;23;20
28;19;15;27;22;20
28;19;15;31;23;20
28;19;15;30;23;20
28;19;15;28;23;20
28;19;15;32;24;20
28;19;15;31;23;20
28;19;15;32;24;20
28;19;15;31;23;20
28;19;15;31;23;20
28;19;15;33;24;20
28;19;15;31;23;20
28;19;15;29;23;20
28;19;15;28;23;20
28;19;15;28;23;20
27;19;15;29;23;20
28;19;15;29;23;20
28;19;15;30;23;20
28;19;15;29;23;20
28;19;15;28;23;20
28;19;15;26;22;20
27;19;15;29;23;20
28;19;15;27;22;20
28;19;14;28;22;20
28;19;15;27;22;20
28;19;15;30;23;20
28;19;15;28;23;20
28;19;15;30;23;20
28;19;15;31;23;20
28;19;15;30;23;20
28;19;15;31;23;20
28;19;15;31;23;20
28;19;15;29;23;20
28;19;15;30;23;20
28;19;15;27;22;20
28;19;15;30;23;20
28;19;15;31;23;20
28;19;15;32;24;20
28;19;15;30;23;20
28;19;15;32;24;20
28;20;15;33;24;20
28;19;15;29;23;20
28;19;15;32;24;20
28;19;15;32;24;20
28;19;15;31;23;20
28;20;15;29;23;20
28;19;15;31;23;20
28;19;15;32;24;20
28;19;15;30;23;20
28;19;15;31;23;20
28;19;15;29;23;20
28;19;15;32;24;20
28;19;15;30;23;20
28;19;14;31;23;20
27;19;14;28;22;20
27;19;15;30;23;20
